HBL Bank - Account Statement
Account Number: PK36HABB0000123456789012
Statement Period: 01-Jan-2021 to 31-Dec-2025

Txn Date,Value Date,Description,Debit,Credit,Balance
27/03/2021,27/03/2021,CAREEM RIDE PK 40248,"931.00",,
28-Mar-2021,28-Mar-2021,KFC GULBERG LHR 414313,"1,547.00",,
28/03/2021,28/03/2021,ATM WITHDRAWAL 5023 GULBERG LHR,"10,880.00",,
29/03/2021,29/03/2021,POS PURCHASE 3124 AL-FATAH STORE LHR,"7,246.00",,
29/03/2021,29/03/2021,POS PURCHASE 3451 IMTIAZ SUPER MARKET LHR,"7,951.00",,
29-Mar-2021,29-Mar-2021,FOODPANDA PK LAHORE 267165,"2,665.00",,
30/03/2021,30/03/2021,POS PURCHASE 4338 AL-FATAH STORE LHR,"2,602.00",,
30/03/2021,30/03/2021,POS PURCHASE 9999 HYPERSTAR LHR,"3,863.00",,
30/03/2021,30/03/2021,TOTAL PARCO LHR 8039,"8,431.00",,
30-Mar-2021,30-Mar-2021,PSO FILLING STATION LHR 2851,"5,034.00",,
31/03/2021,31/03/2021,POS PURCHASE 3112 AL-FATAH STORE LHR,"7,855.00",,
31/03/2021,31/03/2021,PIZZA HUT DHA LHR 602712,"500.00",,
31/03/2021,31/03/2021,PSO FILLING STATION LHR 5158,"4,165.00",,
31-Mar-2021,31-Mar-2021,CAREEM RIDE PK 89081,"461.00",,
31/03/2021,31/03/2021,CAREEM RIDE PK 65670,"632.00",,
01/04/2021,01/04/2021,SALARY CREDIT ACME TECH PVT LTD,,"200,000.00",
01/04/2021,01/04/2021,CAREEM RIDE PK 67966,"944.00",,
01-Apr-2021,01-Apr-2021,DARAZ.PK ORDER 296656,"3,343.00",,
02/04/2021,02/04/2021,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/04/2021,02/04/2021,POS PURCHASE 6000 AL-FATAH STORE LHR,"5,344.00",,
02/04/2021,02/04/2021,POS PURCHASE 4545 METRO CASH CARRY LHR,"1,864.00",,
02-Apr-2021,02-Apr-2021,POS PURCHASE 3677 HYPERSTAR LHR,"8,080.00",,
02/04/2021,02/04/2021,CAREEM RIDE PK 38022,"752.00",,
02/04/2021,02/04/2021,CAREEM RIDE PK 98405,"473.00",,
03/04/2021,03/04/2021,POS PURCHASE 2426 METRO CASH CARRY LHR,"1,628.00",,
03-Apr-2021,03-Apr-2021,POS PURCHASE 2293 IMTIAZ SUPER MARKET LHR,"7,424.00",,
03/04/2021,03/04/2021,CAREEM RIDE PK 18978,"589.00",,
03/04/2021,03/04/2021,CAREEM RIDE PK 62350,"502.00",,
03/04/2021,03/04/2021,CAREEM RIDE PK 91375,"777.00",,
03-Apr-2021,03-Apr-2021,DARAZ.PK ORDER 360223,"5,864.00",,
05/04/2021,05/04/2021,NETFLIX.COM 8829,"1,499.00",,
05/04/2021,05/04/2021,POS PURCHASE 1978 METRO CASH CARRY LHR,"3,856.00",,
05/04/2021,05/04/2021,CHEEZIOUS PK 663373,"1,910.00",,
05-Apr-2021,05-Apr-2021,CHEEZIOUS PK 465949,"2,829.00",,
05/04/2021,05/04/2021,CAREEM RIDE PK 63483,"725.00",,
05/04/2021,05/04/2021,DARAZ.PK ORDER 780213,"3,337.00",,
06/04/2021,06/04/2021,CHEEZIOUS PK 984129,"817.00",,
07-Apr-2021,07-Apr-2021,K-ELECTRIC BILL PAYMENT 1LINK,"10,532.00",,
07/04/2021,07/04/2021,POS PURCHASE 6570 HYPERSTAR LHR,"7,929.00",,
07/04/2021,07/04/2021,POS PURCHASE 5457 HYPERSTAR LHR,"1,620.00",,
07/04/2021,07/04/2021,FOODPANDA PK LAHORE 809842,"3,027.00",,
07-Apr-2021,07-Apr-2021,PIZZA HUT DHA LHR 478790,"1,043.00",,
07/04/2021,07/04/2021,PIZZA HUT DHA LHR 887962,"619.00",,
07/04/2021,07/04/2021,KFC GULBERG LHR 967832,"599.00",,
07/04/2021,07/04/2021,SHELL FUEL DHA LHR 8573,"6,091.00",,
07-Apr-2021,07-Apr-2021,CAREEM RIDE PK 84586,"687.00",,
07/04/2021,07/04/2021,CAREEM RIDE PK 83412,"588.00",,
08/04/2021,08/04/2021,POS PURCHASE 2435 IMTIAZ SUPER MARKET LHR,"2,110.00",,
08/04/2021,08/04/2021,KFC GULBERG LHR 648869,"2,898.00",,
08-Apr-2021,08-Apr-2021,CAREEM RIDE PK 76142,"329.00",,
09/04/2021,09/04/2021,POS PURCHASE 9153 METRO CASH CARRY LHR,"2,888.00",,
09/04/2021,09/04/2021,POS PURCHASE 8071 IMTIAZ SUPER MARKET LHR,"8,257.00",,
09/04/2021,09/04/2021,KFC GULBERG LHR 740855,"2,577.00",,
09-Apr-2021,09-Apr-2021,FOODPANDA PK LAHORE 245787,"2,093.00",,
10/04/2021,10/04/2021,SPOTIFY P1234567,"349.00",,
10/04/2021,10/04/2021,CHEEZIOUS PK 294811,"1,979.00",,
11/04/2021,11/04/2021,POS PURCHASE 6150 METRO CASH CARRY LHR,"4,588.00",,
11-Apr-2021,11-Apr-2021,POS PURCHASE 4917 IMTIAZ SUPER MARKET LHR,"3,534.00",,
11/04/2021,11/04/2021,DARAZ.PK ORDER 501521,"6,826.00",,
12/04/2021,12/04/2021,JAZZ PREPAID LOAD *345,"1,000.00",,
12/04/2021,12/04/2021,POS PURCHASE 3852 HYPERSTAR LHR,"4,657.00",,
12-Apr-2021,12-Apr-2021,KFC GULBERG LHR 319928,"1,639.00",,
12/04/2021,12/04/2021,SHELL FUEL DHA LHR 2684,"4,202.00",,
12/04/2021,12/04/2021,DARAZ.PK ORDER 830666,"2,020.00",,
13/04/2021,13/04/2021,POS PURCHASE 3750 IMTIAZ SUPER MARKET LHR,"8,627.00",,
13-Apr-2021,13-Apr-2021,POS PURCHASE 6895 METRO CASH CARRY LHR,"6,546.00",,
13/04/2021,13/04/2021,CAREEM RIDE PK 34135,"795.00",,
14/04/2021,14/04/2021,POS PURCHASE 4220 HYPERSTAR LHR,"3,357.00",,
14/04/2021,14/04/2021,PIZZA HUT DHA LHR 937843,"567.00",,
14-Apr-2021,14-Apr-2021,CAREEM RIDE PK 91729,"400.00",,
15/04/2021,15/04/2021,SSGC GAS BILL 1LINK,"3,028.00",,
15/04/2021,15/04/2021,POS PURCHASE 2813 AL-FATAH STORE LHR,"8,544.00",,
15/04/2021,15/04/2021,CHEEZIOUS PK 749522,"1,609.00",,
15-Apr-2021,15-Apr-2021,TOTAL PARCO LHR 7040,"6,000.00",,
15/04/2021,15/04/2021,CAREEM RIDE PK 27803,"486.00",,
16/04/2021,16/04/2021,POS PURCHASE 4210 HYPERSTAR LHR,"4,126.00",,
16/04/2021,16/04/2021,CAREEM RIDE PK 43113,"632.00",,
17-Apr-2021,17-Apr-2021,POS PURCHASE 6180 METRO CASH CARRY LHR,"6,515.00",,
17/04/2021,17/04/2021,CHEEZIOUS PK 394028,"572.00",,
17/04/2021,17/04/2021,CAREEM RIDE PK 48319,"734.00",,
17/04/2021,17/04/2021,CAREEM RIDE PK 98863,"796.00",,
18-Apr-2021,18-Apr-2021,PTCL BILL 1LINK 0042,"3,100.00",,
18/04/2021,18/04/2021,POS PURCHASE 7821 METRO CASH CARRY LHR,"2,514.00",,
19/04/2021,19/04/2021,PIZZA HUT DHA LHR 184239,"1,491.00",,
19/04/2021,19/04/2021,FOODPANDA PK LAHORE 867121,"2,476.00",,
19-Apr-2021,19-Apr-2021,SHELL FUEL DHA LHR 1727,"6,531.00",,
19/04/2021,19/04/2021,CAREEM RIDE PK 21362,"335.00",,
19/04/2021,19/04/2021,CAREEM RIDE PK 66589,"853.00",,
19/04/2021,19/04/2021,CAREEM RIDE PK 92147,"670.00",,
19-Apr-2021,19-Apr-2021,ATM WITHDRAWAL 8852 GULBERG LHR,"10,522.00",,
20/04/2021,20/04/2021,POS PURCHASE 2374 METRO CASH CARRY LHR,"1,508.00",,
20/04/2021,20/04/2021,POS PURCHASE 1768 HYPERSTAR LHR,"2,972.00",,
20/04/2021,20/04/2021,CHEEZIOUS PK 419811,"2,571.00",,
20-Apr-2021,20-Apr-2021,CAREEM RIDE PK 52750,"424.00",,
21/04/2021,21/04/2021,POS PURCHASE 6798 AL-FATAH STORE LHR,"3,525.00",,
21/04/2021,21/04/2021,POS PURCHASE 4159 AL-FATAH STORE LHR,"5,511.00",,
21/04/2021,21/04/2021,PIZZA HUT DHA LHR 581665,"1,208.00",,
21-Apr-2021,21-Apr-2021,PSO FILLING STATION LHR 3642,"5,999.00",,
21/04/2021,21/04/2021,DARAZ.PK ORDER 507268,"2,904.00",,
23/04/2021,23/04/2021,POS PURCHASE 1624 METRO CASH CARRY LHR,"1,756.00",,
23/04/2021,23/04/2021,POS PURCHASE 6095 AL-FATAH STORE LHR,"6,405.00",,
23-Apr-2021,23-Apr-2021,KFC GULBERG LHR 598891,"1,639.00",,
23/04/2021,23/04/2021,SHELL FUEL DHA LHR 4419,"5,874.00",,
23/04/2021,23/04/2021,CAREEM RIDE PK 59751,"609.00",,
24/04/2021,24/04/2021,POS PURCHASE 4362 IMTIAZ SUPER MARKET LHR,"6,035.00",,
24-Apr-2021,24-Apr-2021,PIZZA HUT DHA LHR 644232,"2,307.00",,
25/04/2021,25/04/2021,KFC GULBERG LHR 752026,"2,698.00",,
25/04/2021,25/04/2021,KFC GULBERG LHR 663190,"2,023.00",,
26/04/2021,26/04/2021,KFC GULBERG LHR 311554,"1,033.00",,
26-Apr-2021,26-Apr-2021,FOODPANDA PK LAHORE 241716,"779.00",,
26/04/2021,26/04/2021,FOODPANDA PK LAHORE 605255,"928.00",,
26/04/2021,26/04/2021,CAREEM RIDE PK 73990,"397.00",,
27/04/2021,27/04/2021,POS PURCHASE 4812 METRO CASH CARRY LHR,"5,007.00",,
27-Apr-2021,27-Apr-2021,POS PURCHASE 9349 HYPERSTAR LHR,"3,800.00",,
27/04/2021,27/04/2021,DARAZ.PK ORDER 883442,"6,893.00",,
28/04/2021,28/04/2021,POS PURCHASE 5409 AL-FATAH STORE LHR,"7,883.00",,
28/04/2021,28/04/2021,FOODPANDA PK LAHORE 279707,"2,966.00",,
28-Apr-2021,28-Apr-2021,CHEEZIOUS PK 276527,"1,906.00",,
28/04/2021,28/04/2021,PIZZA HUT DHA LHR 114952,"2,051.00",,
29/04/2021,29/04/2021,POS PURCHASE 1375 IMTIAZ SUPER MARKET LHR,"2,771.00",,
29/04/2021,29/04/2021,POS PURCHASE 5610 IMTIAZ SUPER MARKET LHR,"7,356.00",,
29-Apr-2021,29-Apr-2021,FOODPANDA PK LAHORE 175647,"2,958.00",,
29/04/2021,29/04/2021,CHEEZIOUS PK 103090,"3,008.00",,
29/04/2021,29/04/2021,CAREEM RIDE PK 49094,"358.00",,
29/04/2021,29/04/2021,CAREEM RIDE PK 65936,"794.00",,
30-Apr-2021,30-Apr-2021,POS PURCHASE 2248 AL-FATAH STORE LHR,"2,926.00",,
30/04/2021,30/04/2021,CHEEZIOUS PK 887164,"1,503.00",,
30/04/2021,30/04/2021,CHEEZIOUS PK 914572,"2,892.00",,
30/04/2021,30/04/2021,TOTAL PARCO LHR 1935,"5,445.00",,
30-Apr-2021,30-Apr-2021,CAREEM RIDE PK 22235,"702.00",,
01/05/2021,01/05/2021,SALARY CREDIT ACME TECH PVT LTD,,"200,000.00",
01/05/2021,01/05/2021,POS PURCHASE 3174 HYPERSTAR LHR,"5,701.00",,
01/05/2021,01/05/2021,POS PURCHASE 6601 HYPERSTAR LHR,"7,910.00",,
01-May-2021,01-May-2021,TOTAL PARCO LHR 9088,"8,451.00",,
01/05/2021,01/05/2021,CAREEM RIDE PK 29087,"817.00",,
01/05/2021,01/05/2021,ATM WITHDRAWAL 2103 GULBERG LHR,"19,497.00",,
02/05/2021,02/05/2021,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02-May-2021,02-May-2021,POS PURCHASE 1742 HYPERSTAR LHR,"3,024.00",,
02/05/2021,02/05/2021,POS PURCHASE 4165 AL-FATAH STORE LHR,"6,183.00",,
02/05/2021,02/05/2021,POS PURCHASE 6357 AL-FATAH STORE LHR,"8,768.00",,
02/05/2021,02/05/2021,PIZZA HUT DHA LHR 201843,"2,678.00",,
02-May-2021,02-May-2021,PIZZA HUT DHA LHR 513130,"1,538.00",,
02/05/2021,02/05/2021,FOODPANDA PK LAHORE 442501,"2,840.00",,
02/05/2021,02/05/2021,FOODPANDA PK LAHORE 861264,"513.00",,
03/05/2021,03/05/2021,POS PURCHASE 9401 IMTIAZ SUPER MARKET LHR,"5,783.00",,
03-May-2021,03-May-2021,CHEEZIOUS PK 646856,"932.00",,
03/05/2021,03/05/2021,FOODPANDA PK LAHORE 979805,"2,131.00",,
03/05/2021,03/05/2021,CAREEM RIDE PK 85110,"663.00",,
04/05/2021,04/05/2021,POS PURCHASE 1629 AL-FATAH STORE LHR,"4,784.00",,
04-May-2021,04-May-2021,PSO FILLING STATION LHR 6177,"8,030.00",,
04/05/2021,04/05/2021,CAREEM RIDE PK 25822,"721.00",,
04/05/2021,04/05/2021,CAREEM RIDE PK 18489,"448.00",,
04/05/2021,04/05/2021,DARAZ.PK ORDER 711955,"6,910.00",,
05-May-2021,05-May-2021,NETFLIX.COM 8829,"1,499.00",,
05/05/2021,05/05/2021,POS PURCHASE 4549 METRO CASH CARRY LHR,"7,361.00",,
05/05/2021,05/05/2021,KFC GULBERG LHR 958009,"1,979.00",,
05/05/2021,05/05/2021,DARAZ.PK ORDER 617050,"8,503.00",,
06-May-2021,06-May-2021,POS PURCHASE 5716 HYPERSTAR LHR,"4,191.00",,
06/05/2021,06/05/2021,FOODPANDA PK LAHORE 170616,"1,436.00",,
06/05/2021,06/05/2021,KFC GULBERG LHR 622713,"2,974.00",,
06/05/2021,06/05/2021,KFC GULBERG LHR 666714,"2,814.00",,
06-May-2021,06-May-2021,SHELL FUEL DHA LHR 2580,"7,781.00",,
06/05/2021,06/05/2021,CAREEM RIDE PK 36726,"817.00",,
06/05/2021,06/05/2021,CAREEM RIDE PK 66792,"727.00",,
06/05/2021,06/05/2021,CAREEM RIDE PK 72996,"734.00",,
07-May-2021,07-May-2021,K-ELECTRIC BILL PAYMENT 1LINK,"9,381.00",,
07/05/2021,07/05/2021,CAREEM RIDE PK 96144,"893.00",,
07/05/2021,07/05/2021,CAREEM RIDE PK 52495,"545.00",,
08/05/2021,08/05/2021,POS PURCHASE 2101 AL-FATAH STORE LHR,"6,232.00",,
08-May-2021,08-May-2021,CHEEZIOUS PK 359950,"2,876.00",,
09/05/2021,09/05/2021,POS PURCHASE 6970 IMTIAZ SUPER MARKET LHR,"3,519.00",,
09/05/2021,09/05/2021,POS PURCHASE 5574 AL-FATAH STORE LHR,"5,343.00",,
09/05/2021,09/05/2021,POS PURCHASE 3428 IMTIAZ SUPER MARKET LHR,"3,505.00",,
09-May-2021,09-May-2021,CHEEZIOUS PK 174889,"1,373.00",,
09/05/2021,09/05/2021,PIZZA HUT DHA LHR 301982,"2,697.00",,
09/05/2021,09/05/2021,KFC GULBERG LHR 968086,"938.00",,
09/05/2021,09/05/2021,DARAZ.PK ORDER 223577,"8,535.00",,
10-May-2021,10-May-2021,SPOTIFY P1234567,"349.00",,
10/05/2021,10/05/2021,FOODPANDA PK LAHORE 584850,"1,413.00",,
10/05/2021,10/05/2021,FOODPANDA PK LAHORE 411960,"705.00",,
10/05/2021,10/05/2021,CHEEZIOUS PK 805836,"2,895.00",,
10-May-2021,10-May-2021,CAREEM RIDE PK 34317,"276.00",,
10/05/2021,10/05/2021,CAREEM RIDE PK 63150,"890.00",,
11/05/2021,11/05/2021,POS PURCHASE 9793 AL-FATAH STORE LHR,"3,096.00",,
11/05/2021,11/05/2021,PIZZA HUT DHA LHR 955781,"2,339.00",,
11-May-2021,11-May-2021,KFC GULBERG LHR 290454,"1,431.00",,
11/05/2021,11/05/2021,FOODPANDA PK LAHORE 551953,"2,332.00",,
11/05/2021,11/05/2021,FOODPANDA PK LAHORE 101853,"836.00",,
12/05/2021,12/05/2021,JAZZ PREPAID LOAD *345,"1,000.00",,
12-May-2021,12-May-2021,PIZZA HUT DHA LHR 909963,"2,486.00",,
12/05/2021,12/05/2021,CHEEZIOUS PK 651002,"1,388.00",,
12/05/2021,12/05/2021,CHEEZIOUS PK 994240,"2,965.00",,
12/05/2021,12/05/2021,KFC GULBERG LHR 372793,"1,213.00",,
12-May-2021,12-May-2021,CAREEM RIDE PK 54414,"521.00",,
12/05/2021,12/05/2021,CAREEM RIDE PK 18619,"658.00",,
13/05/2021,13/05/2021,KFC GULBERG LHR 569970,"1,763.00",,
13/05/2021,13/05/2021,CHEEZIOUS PK 910406,"1,568.00",,
13-May-2021,13-May-2021,CAREEM RIDE PK 45349,"794.00",,
13/05/2021,13/05/2021,CAREEM RIDE PK 52038,"711.00",,
13/05/2021,13/05/2021,DARAZ.PK ORDER 222986,"1,617.00",,
14/05/2021,14/05/2021,DARAZ.PK ELECTRONICS 495161,"130,571.00",,
15-May-2021,15-May-2021,SSGC GAS BILL 1LINK,"4,276.00",,
15/05/2021,15/05/2021,PIZZA HUT DHA LHR 415123,"1,748.00",,
16/05/2021,16/05/2021,POS PURCHASE 5845 HYPERSTAR LHR,"4,525.00",,
16/05/2021,16/05/2021,POS PURCHASE 7494 IMTIAZ SUPER MARKET LHR,"3,152.00",,
16-May-2021,16-May-2021,POS PURCHASE 9193 IMTIAZ SUPER MARKET LHR,"5,201.00",,
16/05/2021,16/05/2021,POS PURCHASE 1863 AL-FATAH STORE LHR,"3,357.00",,
17/05/2021,17/05/2021,POS PURCHASE 3528 HYPERSTAR LHR,"3,377.00",,
17/05/2021,17/05/2021,PSO FILLING STATION LHR 6035,"5,977.00",,
17-May-2021,17-May-2021,CAREEM RIDE PK 57723,"901.00",,
18/05/2021,18/05/2021,PTCL BILL 1LINK 0042,"3,100.00",,
18/05/2021,18/05/2021,CAREEM RIDE PK 76558,"470.00",,
19/05/2021,19/05/2021,POS PURCHASE 6087 IMTIAZ SUPER MARKET LHR,"5,728.00",,
19-May-2021,19-May-2021,CHEEZIOUS PK 795914,"1,582.00",,
20/05/2021,20/05/2021,POS PURCHASE 7401 METRO CASH CARRY LHR,"1,728.00",,
20/05/2021,20/05/2021,POS PURCHASE 2430 HYPERSTAR LHR,"5,842.00",,
20/05/2021,20/05/2021,KFC GULBERG LHR 866639,"2,494.00",,
20-May-2021,20-May-2021,SHELL FUEL DHA LHR 4793,"4,438.00",,
20/05/2021,20/05/2021,CAREEM RIDE PK 10209,"761.00",,
20/05/2021,20/05/2021,CAREEM RIDE PK 67218,"442.00",,
20/05/2021,20/05/2021,DARAZ.PK ORDER 424208,"1,836.00",,
21-May-2021,21-May-2021,POS PURCHASE 3096 AL-FATAH STORE LHR,"1,590.00",,
21/05/2021,21/05/2021,CAREEM RIDE PK 22370,"593.00",,
22/05/2021,22/05/2021,FOODPANDA PK LAHORE 441634,"2,586.00",,
22/05/2021,22/05/2021,TOTAL PARCO LHR 4564,"4,282.00",,
22-May-2021,22-May-2021,SHELL FUEL DHA LHR 6436,"7,223.00",,
23/05/2021,23/05/2021,POS PURCHASE 3382 IMTIAZ SUPER MARKET LHR,"7,654.00",,
23/05/2021,23/05/2021,POS PURCHASE 3688 METRO CASH CARRY LHR,"7,745.00",,
23/05/2021,23/05/2021,CHEEZIOUS PK 280412,"1,358.00",,
23-May-2021,23-May-2021,KFC GULBERG LHR 466165,"2,308.00",,
23/05/2021,23/05/2021,KFC GULBERG LHR 491167,"1,383.00",,
23/05/2021,23/05/2021,CAREEM RIDE PK 55199,"403.00",,
24/05/2021,24/05/2021,FOODPANDA PK LAHORE 235209,"2,880.00",,
25-May-2021,25-May-2021,POS PURCHASE 8785 AL-FATAH STORE LHR,"2,460.00",,
25/05/2021,25/05/2021,SHELL FUEL DHA LHR 3005,"7,284.00",,
26/05/2021,26/05/2021,POS PURCHASE 4255 HYPERSTAR LHR,"5,125.00",,
26/05/2021,26/05/2021,DARAZ.PK ORDER 565558,"5,904.00",,
27-May-2021,27-May-2021,POS PURCHASE 4700 AL-FATAH STORE LHR,"8,846.00",,
27/05/2021,27/05/2021,CAREEM RIDE PK 56488,"392.00",,
28/05/2021,28/05/2021,POS PURCHASE 7212 AL-FATAH STORE LHR,"8,627.00",,
28/05/2021,28/05/2021,FOODPANDA PK LAHORE 730393,"558.00",,
28-May-2021,28-May-2021,FOODPANDA PK LAHORE 100909,"2,912.00",,
28/05/2021,28/05/2021,CAREEM RIDE PK 83171,"357.00",,
29/05/2021,29/05/2021,POS PURCHASE 3197 IMTIAZ SUPER MARKET LHR,"8,839.00",,
29/05/2021,29/05/2021,CHEEZIOUS PK 825603,"1,265.00",,
29-May-2021,29-May-2021,CHEEZIOUS PK 837653,"2,325.00",,
29/05/2021,29/05/2021,KFC GULBERG LHR 414639,"1,746.00",,
29/05/2021,29/05/2021,CHEEZIOUS PK 231293,"1,548.00",,
30/05/2021,30/05/2021,POS PURCHASE 6201 AL-FATAH STORE LHR,"5,294.00",,
30-May-2021,30-May-2021,POS PURCHASE 3234 METRO CASH CARRY LHR,"1,674.00",,
30/05/2021,30/05/2021,DARAZ.PK ORDER 408903,"2,886.00",,
31/05/2021,31/05/2021,FOODPANDA PK LAHORE 961537,"2,938.00",,
01/06/2021,01/06/2021,SALARY CREDIT ACME TECH PVT LTD,,"200,000.00",
01-Jun-2021,01-Jun-2021,PIZZA HUT DHA LHR 318407,"667.00",,
01/06/2021,01/06/2021,TOTAL PARCO LHR 7314,"7,183.00",,
01/06/2021,01/06/2021,SHELL FUEL DHA LHR 7126,"4,346.00",,
02/06/2021,02/06/2021,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02-Jun-2021,02-Jun-2021,POS PURCHASE 7533 IMTIAZ SUPER MARKET LHR,"4,144.00",,
02/06/2021,02/06/2021,FOODPANDA PK LAHORE 323390,"2,318.00",,
02/06/2021,02/06/2021,CAREEM RIDE PK 96798,"830.00",,
02/06/2021,02/06/2021,CAREEM RIDE PK 44401,"398.00",,
02-Jun-2021,02-Jun-2021,CAREEM RIDE PK 55411,"752.00",,
02/06/2021,02/06/2021,CAREEM RIDE PK 73039,"258.00",,
02/06/2021,02/06/2021,CAREEM RIDE PK 22666,"571.00",,
02/06/2021,02/06/2021,DARAZ.PK ORDER 940812,"8,491.00",,
02-Jun-2021,02-Jun-2021,DARAZ.PK ORDER 802085,"3,500.00",,
03/06/2021,03/06/2021,POS PURCHASE 1796 HYPERSTAR LHR,"2,932.00",,
03/06/2021,03/06/2021,KFC GULBERG LHR 177222,"769.00",,
03/06/2021,03/06/2021,KFC GULBERG LHR 642705,"1,493.00",,
03-Jun-2021,03-Jun-2021,ATM WITHDRAWAL 7893 GULBERG LHR,"10,475.00",,
04/06/2021,04/06/2021,POS PURCHASE 9808 METRO CASH CARRY LHR,"5,101.00",,
04/06/2021,04/06/2021,POS PURCHASE 2830 IMTIAZ SUPER MARKET LHR,"4,715.00",,
04/06/2021,04/06/2021,KFC GULBERG LHR 135961,"2,578.00",,
04-Jun-2021,04-Jun-2021,KFC GULBERG LHR 798239,"1,574.00",,
04/06/2021,04/06/2021,FOODPANDA PK LAHORE 279803,"1,846.00",,
04/06/2021,04/06/2021,CAREEM RIDE PK 50922,"324.00",,
04/06/2021,04/06/2021,CAREEM RIDE PK 44406,"711.00",,
05-Jun-2021,05-Jun-2021,NETFLIX.COM 8829,"1,499.00",,
05/06/2021,05/06/2021,POS PURCHASE 7149 AL-FATAH STORE LHR,"3,132.00",,
05/06/2021,05/06/2021,FOODPANDA PK LAHORE 339952,"2,696.00",,
06/06/2021,06/06/2021,POS PURCHASE 5950 METRO CASH CARRY LHR,"6,171.00",,
06-Jun-2021,06-Jun-2021,SHELL FUEL DHA LHR 7108,"7,276.00",,
06/06/2021,06/06/2021,CAREEM RIDE PK 24439,"505.00",,
07/06/2021,07/06/2021,K-ELECTRIC BILL PAYMENT 1LINK,"10,881.00",,
07/06/2021,07/06/2021,POS PURCHASE 3153 IMTIAZ SUPER MARKET LHR,"7,954.00",,
07-Jun-2021,07-Jun-2021,POS PURCHASE 4704 AL-FATAH STORE LHR,"6,922.00",,
07/06/2021,07/06/2021,FOODPANDA PK LAHORE 910331,"3,157.00",,
07/06/2021,07/06/2021,PIZZA HUT DHA LHR 473636,"2,362.00",,
08/06/2021,08/06/2021,CHEEZIOUS PK 482817,"2,554.00",,
08-Jun-2021,08-Jun-2021,FOODPANDA PK LAHORE 143438,"1,599.00",,
09/06/2021,09/06/2021,POS PURCHASE 1276 IMTIAZ SUPER MARKET LHR,"4,251.00",,
09/06/2021,09/06/2021,POS PURCHASE 3757 IMTIAZ SUPER MARKET LHR,"8,687.00",,
09/06/2021,09/06/2021,CHEEZIOUS PK 299010,"2,369.00",,
09-Jun-2021,09-Jun-2021,SHELL FUEL DHA LHR 6430,"4,120.00",,
09/06/2021,09/06/2021,CAREEM RIDE PK 69584,"370.00",,
10/06/2021,10/06/2021,SPOTIFY P1234567,"349.00",,
10/06/2021,10/06/2021,POS PURCHASE 8119 HYPERSTAR LHR,"5,743.00",,
10-Jun-2021,10-Jun-2021,PIZZA HUT DHA LHR 902155,"802.00",,
11/06/2021,11/06/2021,FOODPANDA PK LAHORE 432447,"1,345.00",,
11/06/2021,11/06/2021,FOODPANDA PK LAHORE 881423,"2,330.00",,
11/06/2021,11/06/2021,CAREEM RIDE PK 41360,"663.00",,
11-Jun-2021,11-Jun-2021,CAREEM RIDE PK 82930,"422.00",,
12/06/2021,12/06/2021,JAZZ PREPAID LOAD *345,"1,000.00",,
12/06/2021,12/06/2021,POS PURCHASE 5945 AL-FATAH STORE LHR,"2,920.00",,
12/06/2021,12/06/2021,CAREEM RIDE PK 44624,"318.00",,
12-Jun-2021,12-Jun-2021,DARAZ.PK ORDER 968335,"7,136.00",,
13/06/2021,13/06/2021,POS PURCHASE 4094 IMTIAZ SUPER MARKET LHR,"2,594.00",,
13/06/2021,13/06/2021,POS PURCHASE 1095 IMTIAZ SUPER MARKET LHR,"3,876.00",,
13/06/2021,13/06/2021,KFC GULBERG LHR 876975,"837.00",,
13-Jun-2021,13-Jun-2021,FOODPANDA PK LAHORE 388612,"2,692.00",,
13/06/2021,13/06/2021,PSO FILLING STATION LHR 4253,"7,391.00",,
13/06/2021,13/06/2021,CAREEM RIDE PK 81110,"260.00",,
14/06/2021,14/06/2021,KFC GULBERG LHR 822613,"1,118.00",,
14-Jun-2021,14-Jun-2021,TOTAL PARCO LHR 8169,"5,397.00",,
15/06/2021,15/06/2021,SSGC GAS BILL 1LINK,"3,339.00",,
15/06/2021,15/06/2021,KFC GULBERG LHR 656755,"2,403.00",,
15/06/2021,15/06/2021,PIZZA HUT DHA LHR 343369,"2,204.00",,
15-Jun-2021,15-Jun-2021,CAREEM RIDE PK 86171,"875.00",,
16/06/2021,16/06/2021,POS PURCHASE 1012 AL-FATAH STORE LHR,"1,811.00",,
16/06/2021,16/06/2021,CHEEZIOUS PK 272487,"2,233.00",,
17/06/2021,17/06/2021,POS PURCHASE 5555 IMTIAZ SUPER MARKET LHR,"5,724.00",,
17-Jun-2021,17-Jun-2021,CAREEM RIDE PK 34031,"852.00",,
17/06/2021,17/06/2021,DARAZ.PK ORDER 254136,"2,180.00",,
18/06/2021,18/06/2021,PTCL BILL 1LINK 0042,"3,100.00",,
18/06/2021,18/06/2021,POS PURCHASE 3530 HYPERSTAR LHR,"3,981.00",,
18-Jun-2021,18-Jun-2021,POS PURCHASE 3821 HYPERSTAR LHR,"4,733.00",,
18/06/2021,18/06/2021,SHELL FUEL DHA LHR 6983,"7,845.00",,
19/06/2021,19/06/2021,POS PURCHASE 9953 METRO CASH CARRY LHR,"5,239.00",,
